district,state,month,normal_temp_c,normal_rainfall_mm,normal_humidity_pct
Kupwara (Muzaffarabad),Jammu and Kashmir,2,6,60,70
Kupwara (Muzaffarabad),Jammu and Kashmir,3,11,70,65
Kupwara (Muzaffarabad),Jammu and Kashmir,4,16,40,58
Kupwara (Muzaffarabad),Jammu and Kashmir,5,21,35,52
Kupwara (Muzaffarabad),Jammu and Kashmir,6,24,35,55
Kupwara (Muzaffarabad),Jammu and Kashmir,7,26,55,68
Kupwara (Muzaffarabad),Jammu and Kashmir,8,25,55,70
Kupwara (Muzaffarabad),Jammu and Kashmir,9,21,35,65
Kupwara (Muzaffarabad),Jammu and Kashmir,10,15,20,58
Kupwara (Muzaffarabad),Jammu and Kashmir,11,8,25,62
Kupwara (Muzaffarabad),Jammu and Kashmir,12,4,45,70
Ladakh (Leh),Jammu and Kashmir,1,4,55,72
Ladakh (Leh),Jammu and Kashmir,2,6,60,70
Ladakh (Leh),Jammu and Kashmir,3,11,70,65
Ladakh (Leh),Jammu and Kashmir,4,16,40,58
Ladakh (Leh),Jammu and Kashmir,5,21,35,52
Ladakh (Leh),Jammu and Kashmir,6,24,35,55
Ladakh (Leh),Jammu and Kashmir,7,26,55,68
Ladakh (Leh),Jammu and Kashmir,8,25,55,70
Ladakh (Leh),Jammu and Kashmir,9,21,35,65
Ladakh (Leh),Jammu and Kashmir,10,15,20,58
Ladakh (Leh),Jammu and Kashmir,11,8,25,62
Ladakh (Leh),Jammu and Kashmir,12,4,45,70
Pulwama,Jammu and Kashmir,1,4,55,72
Pulwama,Jammu and Kashmir,2,6,60,70
Pulwama,Jammu and Kashmir,3,11,70,65
Pulwama,Jammu and Kashmir,4,16,40,58
Pulwama,Jammu and Kashmir,5,21,35,52
Pulwama,Jammu and Kashmir,6,24,35,55
Pulwama,Jammu and Kashmir,7,26,55,68
Pulwama,Jammu and Kashmir,8,25,55,70
Pulwama,Jammu and Kashmir,9,21,35,65
Pulwama,Jammu and Kashmir,10,15,20,58
Pulwama,Jammu and Kashmir,11,8,25,62
Pulwama,Jammu and Kashmir,12,4,45,70
Punch,Jammu and Kashmir,1,4,55,72
Punch,Jammu and Kashmir,2,6,60,70
Punch,Jammu and Kashmir,3,11,70,65
Punch,Jammu and Kashmir,4,16,40,58
Punch,Jammu and Kashmir,5,21,35,52
Punch,Jammu and Kashmir,6,24,35,55
Punch,Jammu and Kashmir,7,26,55,68
Punch,Jammu and Kashmir,8,25,55,70
Punch,Jammu and Kashmir,9,21,35,65
Punch,Jammu and Kashmir,10,15,20,58
Punch,Jammu and Kashmir,11,8,25,62
Punch,Jammu and Kashmir,12,4,45,70
Rajauri,Jammu and Kashmir,1,4,55,72
Rajauri,Jammu and Kashmir,2,6,60,70
Rajauri,Jammu and Kashmir,3,11,70,65
Rajauri,Jammu and Kashmir,4,16,40,58
Rajauri,Jammu and Kashmir,5,21,35,52
Rajauri,Jammu and Kashmir,6,24,35,55
Rajauri,Jammu and Kashmir,7,26,55,68
Rajauri,Jammu and Kashmir,8,25,55,70
Rajauri,Jammu and Kashmir,9,21,35,65
Rajauri,Jammu and Kashmir,10,15,20,58
Rajauri,Jammu and Kashmir,11,8,25,62
Rajauri,Jammu and Kashmir,12,4,45,70
Srinagar,Jammu and Kashmir,1,4,55,72
Srinagar,Jammu and Kashmir,2,6,60,70
Srinagar,Jammu and Kashmir,3,11,70,65
Srinagar,Jammu and Kashmir,4,16,40,58
Srinagar,Jammu and Kashmir,5,21,35,52
Srinagar,Jammu and Kashmir,6,24,35,55
Srinagar,Jammu and Kashmir,7,26,55,68
Srinagar,Jammu and Kashmir,8,25,55,70
Srinagar,Jammu and Kashmir,9,21,35,65
Srinagar,Jammu and Kashmir,10,15,20,58
Srinagar,Jammu and Kashmir,11,8,25,62
Srinagar,Jammu and Kashmir,12,4,45,70
Udhampur,Jammu and Kashmir,1,4,55,72
Udhampur,Jammu and Kashmir,2,6,60,70
Udhampur,Jammu and Kashmir,3,11,70,65
Udhampur,Jammu and Kashmir,4,16,40,58
Udhampur,Jammu and Kashmir,5,21,35,52
Udhampur,Jammu and Kashmir,6,24,35,55
Udhampur,Jammu and Kashmir,7,26,55,68
Udhampur,Jammu and Kashmir,8,25,55,70
Udhampur,Jammu and Kashmir,9,21,35,65
Udhampur,Jammu and Kashmir,10,15,20,58
Udhampur,Jammu and Kashmir,11,8,25,62
Udhampur,Jammu and Kashmir,12,4,45,70
Bokaro,Jharkhand,1,16,20,68
Bokaro,Jharkhand,2,19,25,62
Bokaro,Jharkhand,3,24,20,55
Bokaro,Jharkhand,4,29,20,50
Bokaro,Jharkhand,5,33,35,50
Bokaro,Jharkhand,6,30,180,72
Bokaro,Jharkhand,7,27,320,85
Bokaro,Jharkhand,8,27,290,86
Bokaro,Jharkhand,9,27,210,82
Bokaro,Jharkhand,10,25,70,72
Bokaro,Jharkhand,11,20,15,62
Bokaro,Jharkhand,12,16,5,64
Chatra,Jharkhand,1,16,20,68
Chatra,Jharkhand,2,19,25,62
Chatra,Jharkhand,3,24,20,55
Chatra,Jharkhand,4,29,20,50
Chatra,Jharkhand,5,33,35,50
Chatra,Jharkhand,6,30,180,72
Chatra,Jharkhand,7,27,320,85
Chatra,Jharkhand,8,27,290,86
Chatra,Jharkhand,9,27,210,82
Chatra,Jharkhand,10,25,70,72
Chatra,Jharkhand,11,20,15,62
Chatra,Jharkhand,12,16,5,64
Deoghar,Jharkhand,1,16,20,68
Deoghar,Jharkhand,2,19,25,62
Deoghar,Jharkhand,3,24,20,55
Deoghar,Jharkhand,4,29,20,50
Deoghar,Jharkhand,5,33,35,50
Deoghar,Jharkhand,6,30,180,72
Deoghar,Jharkhand,7,27,320,85
Deoghar,Jharkhand,8,27,290,86
Deoghar,Jharkhand,9,27,210,82
Deoghar,Jharkhand,10,25,70,72
Deoghar,Jharkhand,11,20,15,62
Deoghar,Jharkhand,12,16,5,64
Dhanbad,Jharkhand,1,16,20,68
Dhanbad,Jharkhand,2,19,25,62
Dhanbad,Jharkhand,3,24,20,55
Dhanbad,Jharkhand,4,29,20,50
Dhanbad,Jharkhand,5,33,35,50
Dhanbad,Jharkhand,6,30,180,72
Dhanbad,Jharkhand,7,27,320,85
Dhanbad,Jharkhand,8,27,290,86
Dhanbad,Jharkhand,9,27,210,82
Dhanbad,Jharkhand,10,25,70,72
Dhanbad,Jharkhand,11,20,15,62
Dhanbad,Jharkhand,12,16,5,64
Dumka,Jharkhand,1,16,20,68
Dumka,Jharkhand,2,19,25,62
Dumka,Jharkhand,3,24,20,55
Dumka,Jharkhand,4,29,20,50
Dumka,Jharkhand,5,33,35,50
Dumka,Jharkhand,6,30,180,72
Dumka,Jharkhand,7,27,320,85
Dumka,Jharkhand,8,27,290,86
Dumka,Jharkhand,9,27,210,82
Dumka,Jharkhand,10,25,70,72
Dumka,Jharkhand,11,20,15,62
Dumka,Jharkhand,12,16,5,64
Garhwa,Jharkhand,1,16,20,68
Garhwa,Jharkhand,2,19,25,62
Garhwa,Jharkhand,3,24,20,55
Garhwa,Jharkhand,4,29,20,50
Garhwa,Jharkhand,5,33,35,50
Garhwa,Jharkhand,6,30,180,72
Garhwa,Jharkhand,7,27,320,85
Garhwa,Jharkhand,8,27,290,86
Garhwa,Jharkhand,9,27,210,82
Garhwa,Jharkhand,10,25,70,72
Garhwa,Jharkhand,11,20,15,62
Garhwa,Jharkhand,12,16,5,64
Giridih,Jharkhand,1,16,20,68
Giridih,Jharkhand,2,19,25,62
Giridih,Jharkhand,3,24,20,55
Giridih,Jharkhand,4,29,20,50
Giridih,Jharkhand,5,33,35,50
Giridih,Jharkhand,6,30,180,72
Giridih,Jharkhand,7,27,320,85
Giridih,Jharkhand,8,27,290,86
Giridih,Jharkhand,9,27,210,82
Giridih,Jharkhand,10,25,70,72
Giridih,Jharkhand,11,20,15,62
Giridih,Jharkhand,12,16,5,64
Godda,Jharkhand,1,16,20,68
Godda,Jharkhand,2,19,25,62
Godda,Jharkhand,3,24,20,55
Godda,Jharkhand,4,29,20,50
Godda,Jharkhand,5,33,35,50
Godda,Jharkhand,6,30,180,72
Godda,Jharkhand,7,27,320,85
Godda,Jharkhand,8,27,290,86
Godda,Jharkhand,9,27,210,82
Godda,Jharkhand,10,25,70,72
Godda,Jharkhand,11,20,15,62
Godda,Jharkhand,12,16,5,64
Gumla,Jharkhand,1,16,20,68
Gumla,Jharkhand,2,19,25,62
Gumla,Jharkhand,3,24,20,55
Gumla,Jharkhand,4,29,20,50
Gumla,Jharkhand,5,33,35,50
Gumla,Jharkhand,6,30,180,72
Gumla,Jharkhand,7,27,320,85
Gumla,Jharkhand,8,27,290,86
Gumla,Jharkhand,9,27,210,82
Gumla,Jharkhand,10,25,70,72
Gumla,Jharkhand,11,20,15,62
Gumla,Jharkhand,12,16,5,64
Hazaribag,Jharkhand,1,16,20,68
Hazaribag,Jharkhand,2,19,25,62
Hazaribag,Jharkhand,3,24,20,55
Hazaribag,Jharkhand,4,29,20,50
Hazaribag,Jharkhand,5,33,35,50
Hazaribag,Jharkhand,6,30,180,72
Hazaribag,Jharkhand,7,27,320,85
Hazaribag,Jharkhand,8,27,290,86
Hazaribag,Jharkhand,9,27,210,82
Hazaribag,Jharkhand,10,25,70,72
Hazaribag,Jharkhand,11,20,15,62
Hazaribag,Jharkhand,12,16,5,64
Jamtara,Jharkhand,1,16,20,68
Jamtara,Jharkhand,2,19,25,62
Jamtara,Jharkhand,3,24,20,55
Jamtara,Jharkhand,4,29,20,50
Jamtara,Jharkhand,5,33,35,50
Jamtara,Jharkhand,6,30,180,72
Jamtara,Jharkhand,7,27,320,85
Jamtara,Jharkhand,8,27,290,86
Jamtara,Jharkhand,9,27,210,82
Jamtara,Jharkhand,10,25,70,72
Jamtara,Jharkhand,11,20,15,62
Jamtara,Jharkhand,12,16,5,64
Koderma,Jharkhand,1,16,20,68
Koderma,Jharkhand,2,19,25,62
Koderma,Jharkhand,3,24,20,55
Koderma,Jharkhand,4,29,20,50
Koderma,Jharkhand,5,33,35,50
Koderma,Jharkhand,6,30,180,72
Koderma,Jharkhand,7,27,320,85
Koderma,Jharkhand,8,27,290,86
Koderma,Jharkhand,9,27,210,82
Koderma,Jharkhand,10,25,70,72
Koderma,Jharkhand,11,20,15,62
Koderma,Jharkhand,12,16,5,64
Latehar,Jharkhand,1,16,20,68
Latehar,Jharkhand,2,19,25,62
Latehar,Jharkhand,3,24,20,55
Latehar,Jharkhand,4,29,20,50
Latehar,Jharkhand,5,33,35,50
Latehar,Jharkhand,6,30,180,72
Latehar,Jharkhand,7,27,320,85
Latehar,Jharkhand,8,27,290,86
Latehar,Jharkhand,9,27,210,82
Latehar,Jharkhand,10,25,70,72
Latehar,Jharkhand,11,20,15,62
Latehar,Jharkhand,12,16,5,64
Lohardaga,Jharkhand,1,16,20,68
Lohardaga,Jharkhand,2,19,25,62
Lohardaga,Jharkhand,3,24,20,55
Lohardaga,Jharkhand,4,29,20,50
Lohardaga,Jharkhand,5,33,35,50
Lohardaga,Jharkhand,6,30,180,72
Lohardaga,Jharkhand,7,27,320,85
Lohardaga,Jharkhand,8,27,290,86
Lohardaga,Jharkhand,9,27,210,82
Lohardaga,Jharkhand,10,25,70,72
Lohardaga,Jharkhand,11,20,15,62
Lohardaga,Jharkhand,12,16,5,64
Pakur,Jharkhand,1,16,20,68
Pakur,Jharkhand,2,19,25,62
Pakur,Jharkhand,3,24,20,55
Pakur,Jharkhand,4,29,20,50
Pakur,Jharkhand,5,33,35,50
Pakur,Jharkhand,6,30,180,72
Pakur,Jharkhand,7,27,320,85
Pakur,Jharkhand,8,27,290,86
Pakur,Jharkhand,9,27,210,82
Pakur,Jharkhand,10,25,70,72
Pakur,Jharkhand,11,20,15,62
Pakur,Jharkhand,12,16,5,64
Palamu,Jharkhand,1,16,20,68
Palamu,Jharkhand,2,19,25,62
Palamu,Jharkhand,3,24,20,55
Palamu,Jharkhand,4,29,20,50
Palamu,Jharkhand,5,33,35,50
Palamu,Jharkhand,6,30,180,72
Palamu,Jharkhand,7,27,320,85
Palamu,Jharkhand,8,27,290,86
Palamu,Jharkhand,9,27,210,82
Palamu,Jharkhand,10,25,70,72
Palamu,Jharkhand,11,20,15,62
Palamu,Jharkhand,12,16,5,64
Pashchim Singhbhum,Jharkhand,1,16,20,68
Pashchim Singhbhum,Jharkhand,2,19,25,62
Pashchim Singhbhum,Jharkhand,3,24,20,55
Pashchim Singhbhum,Jharkhand,4,29,20,50
Pashchim Singhbhum,Jharkhand,5,33,35,50
Pashchim Singhbhum,Jharkhand,6,30,180,72
Pashchim Singhbhum,Jharkhand,7,27,320,85
Pashchim Singhbhum,Jharkhand,8,27,290,86
Pashchim Singhbhum,Jharkhand,9,27,210,82
Pashchim Singhbhum,Jharkhand,10,25,70,72
Pashchim Singhbhum,Jharkhand,11,20,15,62
Pashchim Singhbhum,Jharkhand,12,16,5,64
Purba Singhbhum,Jharkhand,1,16,20,68
Purba Singhbhum,Jharkhand,2,19,25,62
Purba Singhbhum,Jharkhand,3,24,20,55
Purba Singhbhum,Jharkhand,4,29,20,50
Purba Singhbhum,Jharkhand,5,33,35,50
Purba Singhbhum,Jharkhand,6,30,180,72
Purba Singhbhum,Jharkhand,7,27,320,85
Purba Singhbhum,Jharkhand,8,27,290,86
Purba Singhbhum,Jharkhand,9,27,210,82
Purba Singhbhum,Jharkhand,10,25,70,72
Purba Singhbhum,Jharkhand,11,20,15,62
Purba Singhbhum,Jharkhand,12,16,5,64
Ranchi,Jharkhand,1,16,20,68
Ranchi,Jharkhand,2,19,25,62
Ranchi,Jharkhand,3,24,20,55
Ranchi,Jharkhand,4,29,20,50
Ranchi,Jharkhand,5,33,35,50
Ranchi,Jharkhand,6,30,180,72
Ranchi,Jharkhand,7,27,320,85
Ranchi,Jharkhand,8,27,290,86
Ranchi,Jharkhand,9,27,210,82
Ranchi,Jharkhand,10,25,70,72
Ranchi,Jharkhand,11,20,15,62
Ranchi,Jharkhand,12,16,5,64
Sahibganj,Jharkhand,1,16,20,68
Sahibganj,Jharkhand,2,19,25,62
Sahibganj,Jharkhand,3,24,20,55
Sahibganj,Jharkhand,4,29,20,50
Sahibganj,Jharkhand,5,33,35,50
Sahibganj,Jharkhand,6,30,180,72
Sahibganj,Jharkhand,7,27,320,85
Sahibganj,Jharkhand,8,27,290,86
Sahibganj,Jharkhand,9,27,210,82
Sahibganj,Jharkhand,10,25,70,72
Sahibganj,Jharkhand,11,20,15,62
Sahibganj,Jharkhand,12,16,5,64
Saraikela Kharsawan,Jharkhand,1,16,20,68
Saraikela Kharsawan,Jharkhand,2,19,25,62
Saraikela Kharsawan,Jharkhand,3,24,20,55
Saraikela Kharsawan,Jharkhand,4,29,20,50
Saraikela Kharsawan,Jharkhand,5,33,35,50
Saraikela Kharsawan,Jharkhand,6,30,180,72
Saraikela Kharsawan,Jharkhand,7,27,320,85
Saraikela Kharsawan,Jharkhand,8,27,290,86
Saraikela Kharsawan,Jharkhand,9,27,210,82
Saraikela Kharsawan,Jharkhand,10,25,70,72
Saraikela Kharsawan,Jharkhand,11,20,15,62
Saraikela Kharsawan,Jharkhand,12,16,5,64
Simdega,Jharkhand,1,16,20,68
Simdega,Jharkhand,2,19,25,62
Simdega,Jharkhand,3,24,20,55
Simdega,Jharkhand,4,29,20,50
Simdega,Jharkhand,5,33,35,50
Simdega,Jharkhand,6,30,180,72
Simdega,Jharkhand,7,27,320,85
Simdega,Jharkhand,8,27,290,86
Simdega,Jharkhand,9,27,210,82
Simdega,Jharkhand,10,25,70,72
Simdega,Jharkhand,11,20,15,62
Simdega,Jharkhand,12,16,5,64
Bagalkot,Karnataka,1,22,5,60
Bagalkot,Karnataka,2,24,5,55
Bagalkot,Karnataka,3,27,8,52
Bagalkot,Karnataka,4,30,25,55
Bagalkot,Karnataka,5,30,60,60
Bagalkot,Karnataka,6,27,90,72
Bagalkot,Karnataka,7,25,110,78
Bagalkot,Karnataka,8,25,120,78
Bagalkot,Karnataka,9,25,150,78
Bagalkot,Karnataka,10,25,150,75
Bagalkot,Karnataka,11,23,50,65
Bagalkot,Karnataka,12,21,15,60
Bangalore Rural,Karnataka,1,22,5,60
Bangalore Rural,Karnataka,2,24,5,55
Bangalore Rural,Karnataka,3,27,8,52
Bangalore Rural,Karnataka,4,30,25,55
Bangalore Rural,Karnataka,5,30,60,60
Bangalore Rural,Karnataka,6,27,90,72
Bangalore Rural,Karnataka,7,25,110,78
Bangalore Rural,Karnataka,8,25,120,78
Bangalore Rural,Karnataka,9,25,150,78
Bangalore Rural,Karnataka,10,25,150,75
Bangalore Rural,Karnataka,11,23,50,65
Bangalore Rural,Karnataka,12,21,15,60
Bangalore Urban,Karnataka,1,22,5,60
Bangalore Urban,Karnataka,2,24,5,55
Bangalore Urban,Karnataka,3,27,8,52
Bangalore Urban,Karnataka,4,30,25,55
Bangalore Urban,Karnataka,5,30,60,60
Bangalore Urban,Karnataka,6,27,90,72
Bangalore Urban,Karnataka,7,25,110,78
Bangalore Urban,Karnataka,8,25,120,78
Bangalore Urban,Karnataka,9,25,150,78
Bangalore Urban,Karnataka,10,25,150,75
Bangalore Urban,Karnataka,11,23,50,65
Bangalore Urban,Karnataka,12,21,15,60
Belgaum,Karnataka,1,22,5,60
Belgaum,Karnataka,2,24,5,55
Belgaum,Karnataka,3,27,8,52
Belgaum,Karnataka,4,30,25,55
Belgaum,Karnataka,5,30,60,60
Belgaum,Karnataka,6,27,90,72
Belgaum,Karnataka,7,25,110,78
Belgaum,Karnataka,8,25,120,78
Belgaum,Karnataka,9,25,150,78
Belgaum,Karnataka,10,25,150,75
Belgaum,Karnataka,11,23,50,65
Belgaum,Karnataka,12,21,15,60
Bellary,Karnataka,1,22,5,60
Bellary,Karnataka,2,24,5,55
Bellary,Karnataka,3,27,8,52
Bellary,Karnataka,4,30,25,55
Bellary,Karnataka,5,30,60,60
Bellary,Karnataka,6,27,90,72
Bellary,Karnataka,7,25,110,78
Bellary,Karnataka,8,25,120,78
Bellary,Karnataka,9,25,150,78
Bellary,Karnataka,10,25,150,75
Bellary,Karnataka,11,23,50,65
Bellary,Karnataka,12,21,15,60
Bidar,Karnataka,1,22,5,60
Bidar,Karnataka,2,24,5,55
Bidar,Karnataka,3,27,8,52
Bidar,Karnataka,4,30,25,55
Bidar,Karnataka,5,30,60,60
Bidar,Karnataka,6,27,90,72
Bidar,Karnataka,7,25,110,78
Bidar,Karnataka,8,25,120,78
Bidar,Karnataka,9,25,150,78
Bidar,Karnataka,10,25,150,75
Bidar,Karnataka,11,23,50,65
Bidar,Karnataka,12,21,15,60
Bijapur,Karnataka,1,22,5,60
Bijapur,Karnataka,2,24,5,55
Bijapur,Karnataka,3,27,8,52
Bijapur,Karnataka,4,30,25,55
Bijapur,Karnataka,5,30,60,60
Bijapur,Karnataka,6,27,90,72
Bijapur,Karnataka,7,25,110,78
Bijapur,Karnataka,8,25,120,78
Bijapur,Karnataka,9,25,150,78
Bijapur,Karnataka,10,25,150,75
Bijapur,Karnataka,11,23,50,65
Bijapur,Karnataka,12,21,15,60
Chamrajnagar,Karnataka,1,22,5,60
Chamrajnagar,Karnataka,2,24,5,55
Chamrajnagar,Karnataka,3,27,8,52
Chamrajnagar,Karnataka,4,30,25,55
Chamrajnagar,Karnataka,5,30,60,60
Chamrajnagar,Karnataka,6,27,90,72
Chamrajnagar,Karnataka,7,25,110,78
Chamrajnagar,Karnataka,8,25,120,78
Chamrajnagar,Karnataka,9,25,150,78
Chamrajnagar,Karnataka,10,25,150,75
Chamrajnagar,Karnataka,11,23,50,65
Chamrajnagar,Karnataka,12,21,15,60
Chikmagalur,Karnataka,1,22,5,60
Chikmagalur,Karnataka,2,24,5,55
Chikmagalur,Karnataka,3,27,8,52
Chikmagalur,Karnataka,4,30,25,55
Chikmagalur,Karnataka,5,30,60,60
Chikmagalur,Karnataka,6,27,90,72
Chikmagalur,Karnataka,7,25,110,78
Chikmagalur,Karnataka,8,25,120,78
Chikmagalur,Karnataka,9,25,150,78
Chikmagalur,Karnataka,10,25,150,75
Chikmagalur,Karnataka,11,23,50,65
Chikmagalur,Karnataka,12,21,15,60
Chitradurga,Karnataka,1,22,5,60
Chitradurga,Karnataka,2,24,5,55
Chitradurga,Karnataka,3,27,8,52
Chitradurga,Karnataka,4,30,25,55
Chitradurga,Karnataka,5,30,60,60
Chitradurga,Karnataka,6,27,90,72
Chitradurga,Karnataka,7,25,110,78
Chitradurga,Karnataka,8,25,120,78
Chitradurga,Karnataka,9,25,150,78
Chitradurga,Karnataka,10,25,150,75
Chitradurga,Karnataka,11,23,50,65
Chitradurga,Karnataka,12,21,15,60
Dakshin Kannad,Karnataka,1,22,5,60
Dakshin Kannad,Karnataka,2,24,5,55
Dakshin Kannad,Karnataka,3,27,8,52
Dakshin Kannad,Karnataka,4,30,25,55
Dakshin Kannad,Karnataka,5,30,60,60
Dakshin Kannad,Karnataka,6,27,90,72
Dakshin Kannad,Karnataka,7,25,110,78
Dakshin Kannad,Karnataka,8,25,120,78
Dakshin Kannad,Karnataka,9,25,150,78
Dakshin Kannad,Karnataka,10,25,150,75
Dakshin Kannad,Karnataka,11,23,50,65
Dakshin Kannad,Karnataka,12,21,15,60
Davanagere,Karnataka,1,22,5,60
Davanagere,Karnataka,2,24,5,55
Davanagere,Karnataka,3,27,8,52
Davanagere,Karnataka,4,30,25,55
Davanagere,Karnataka,5,30,60,60
Davanagere,Karnataka,6,27,90,72
Davanagere,Karnataka,7,25,110,78
Davanagere,Karnataka,8,25,120,78
Davanagere,Karnataka,9,25,150,78
Davanagere,Karnataka,10,25,150,75
Davanagere,Karnataka,11,23,50,65
Davanagere,Karnataka,12,21,15,60
Dharwad,Karnataka,1,22,5,60
Dharwad,Karnataka,2,24,5,55
Dharwad,Karnataka,3,27,8,52
Dharwad,Karnataka,4,30,25,55
Dharwad,Karnataka,5,30,60,60
Dharwad,Karnataka,6,27,90,72
Dharwad,Karnataka,7,25,110,78
Dharwad,Karnataka,8,25,120,78
Dharwad,Karnataka,9,25,150,78
Dharwad,Karnataka,10,25,150,75
Dharwad,Karnataka,11,23,50,65
Dharwad,Karnataka,12,21,15,60
Gadag,Karnataka,1,22,5,60
Gadag,Karnataka,2,24,5,55
Gadag,Karnataka,3,27,8,52
Gadag,Karnataka,4,30,25,55
Gadag,Karnataka,5,30,60,60
Gadag,Karnataka,6,27,90,72
Gadag,Karnataka,7,25,110,78
Gadag,Karnataka,8,25,120,78
Gadag,Karnataka,9,25,150,78
Gadag,Karnataka,10,25,150,75
Gadag,Karnataka,11,23,50,65
Gadag,Karnataka,12,21,15,60
Gulbarga,Karnataka,1,22,5,60
Gulbarga,Karnataka,2,24,5,55
Gulbarga,Karnataka,3,27,8,52
Gulbarga,Karnataka,4,30,25,55
Gulbarga,Karnataka,5,30,60,60
Gulbarga,Karnataka,6,27,90,72
Gulbarga,Karnataka,7,25,110,78
Gulbarga,Karnataka,8,25,120,78
Gulbarga,Karnataka,9,25,150,78
Gulbarga,Karnataka,10,25,150,75
Gulbarga,Karnataka,11,23,50,65
Gulbarga,Karnataka,12,21,15,60
Hassan,Karnataka,1,22,5,60
Hassan,Karnataka,2,24,5,55
Hassan,Karnataka,3,27,8,52
Hassan,Karnataka,4,30,25,55
Hassan,Karnataka,5,30,60,60
Hassan,Karnataka,6,27,90,72
Hassan,Karnataka,7,25,110,78
Hassan,Karnataka,8,25,120,78
Hassan,Karnataka,9,25,150,78
Hassan,Karnataka,10,25,150,75
Hassan,Karnataka,11,23,50,65
Hassan,Karnataka,12,21,15,60
Haveri,Karnataka,1,22,5,60
Haveri,Karnataka,2,24,5,55
Haveri,Karnataka,3,27,8,52
Haveri,Karnataka,4,30,25,55
Haveri,Karnataka,5,30,60,60
Haveri,Karnataka,6,27,90,72
Haveri,Karnataka,7,25,110,78
Haveri,Karnataka,8,25,120,78
Haveri,Karnataka,9,25,150,78
Haveri,Karnataka,10,25,150,75
Haveri,Karnataka,11,23,50,65
Haveri,Karnataka,12,21,15,60
Kodagu,Karnataka,1,22,5,60
Kodagu,Karnataka,2,24,5,55
Kodagu,Karnataka,3,27,8,52
Kodagu,Karnataka,4,30,25,55
Kodagu,Karnataka,5,30,60,60
Kodagu,Karnataka,6,27,90,72
Kodagu,Karnataka,7,25,110,78
Kodagu,Karnataka,8,25,120,78
Kodagu,Karnataka,9,25,150,78
Kodagu,Karnataka,10,25,150,75
Kodagu,Karnataka,11,23,50,65
Kodagu,Karnataka,12,21,15,60
Kolar,Karnataka,1,22,5,60
Kolar,Karnataka,2,24,5,55
Kolar,Karnataka,3,27,8,52
Kolar,Karnataka,4,30,25,55
Kolar,Karnataka,5,30,60,60
Kolar,Karnataka,6,27,90,72
Kolar,Karnataka,7,25,110,78
Kolar,Karnataka,8,25,120,78
Kolar,Karnataka,9,25,150,78
Kolar,Karnataka,10,25,150,75
Kolar,Karnataka,11,23,50,65
Kolar,Karnataka,12,21,15,60
Koppal,Karnataka,1,22,5,60
Koppal,Karnataka,2,24,5,55
Koppal,Karnataka,3,27,8,52
Koppal,Karnataka,4,30,25,55
Koppal,Karnataka,5,30,60,60
Koppal,Karnataka,6,27,90,72
Koppal,Karnataka,7,25,110,78
Koppal,Karnataka,8,25,120,78
Koppal,Karnataka,9,25,150,78
Koppal,Karnataka,10,25,150,75
Koppal,Karnataka,11,23,50,65
Koppal,Karnataka,12,21,15,60
Mandya,Karnataka,1,22,5,60
Mandya,Karnataka,2,24,5,55
Mandya,Karnataka,3,27,8,52
Mandya,Karnataka,4,30,25,55
Mandya,Karnataka,5,30,60,60
Mandya,Karnataka,6,27,90,72
Mandya,Karnataka,7,25,110,78
Mandya,Karnataka,8,25,120,78
Mandya,Karnataka,9,25,150,78
Mandya,Karnataka,10,25,150,75
Mandya,Karnataka,11,23,50,65
Mandya,Karnataka,12,21,15,60
Mysore,Karnataka,1,22,5,60
Mysore,Karnataka,2,24,5,55
Mysore,Karnataka,3,27,8,52
Mysore,Karnataka,4,30,25,55
Mysore,Karnataka,5,30,60,60
Mysore,Karnataka,6,27,90,72
Mysore,Karnataka,7,25,110,78
Mysore,Karnataka,8,25,120,78
Mysore,Karnataka,9,25,150,78
Mysore,Karnataka,10,25,150,75
Mysore,Karnataka,11,23,50,65
Mysore,Karnataka,12,21,15,60
Raichur,Karnataka,1,22,5,60
Raichur,Karnataka,2,24,5,55
Raichur,Karnataka,3,27,8,52
Raichur,Karnataka,4,30,25,55
Raichur,Karnataka,5,30,60,60
Raichur,Karnataka,6,27,90,72
Raichur,Karnataka,7,25,110,78
Raichur,Karnataka,8,25,120,78
Raichur,Karnataka,9,25,150,78
Raichur,Karnataka,10,25,150,75
Raichur,Karnataka,11,23,50,65
Raichur,Karnataka,12,21,15,60
Shimoga,Karnataka,1,22,5,60
Shimoga,Karnataka,2,24,5,55
Shimoga,Karnataka,3,27,8,52
Shimoga,Karnataka,4,30,25,55
Shimoga,Karnataka,5,30,60,60
Shimoga,Karnataka,6,27,90,72
Shimoga,Karnataka,7,25,110,78
Shimoga,Karnataka,8,25,120,78
Shimoga,Karnataka,9,25,150,78
Shimoga,Karnataka,10,25,150,75
Shimoga,Karnataka,11,23,50,65
Shimoga,Karnataka,12,21,15,60
Tumkur,Karnataka,1,22,5,60
Tumkur,Karnataka,2,24,5,55
Tumkur,Karnataka,3,27,8,52
Tumkur,Karnataka,4,30,25,55
Tumkur,Karnataka,5,30,60,60
Tumkur,Karnataka,6,27,90,72
Tumkur,Karnataka,7,25,110,78
Tumkur,Karnataka,8,25,120,78
Tumkur,Karnataka,9,25,150,78
Tumkur,Karnataka,10,25,150,75
Tumkur,Karnataka,11,23,50,65
Tumkur,Karnataka,12,21,15,60
Udupi,Karnataka,1,22,5,60
